timestamp,source,entity,activity,resource,destination,port,protocol,anomaly_flag
2025-06-07 05:26:54.714228,IoT,device_5,file_access,cloud_bucket2,,,,0
2025-05-05 20:46:38.639741,IoT,device_7,cloud_download,cloud_bucket2,,,,0
2025-08-18 02:34:40.175472,IoT,device_9,network_access,cloud_bucket1,,,,0
2025-07-02 05:22:23.154947,IoT,device_19,file_access,database,,,,0
2025-07-14 23:50:47.803614,IoT,device_10,cloud_download,database,,,,0
2025-07-19 12:56:01.755621,IoT,device_15,file_access,server1,,,,0
2025-02-07 08:44:38.091966,IoT,device_9,network_access,server1,,,,0
2025-10-13 02:03:24.191659,IoT,device_18,file_access,database,,,,0
2025-07-13 00:26:09.428237,IoT,device_6,file_access,cloud_bucket1,,,,0
2025-02-07 20:06:44.406348,IoT,device_14,network_access,database,,,,0
2025-06-28 13:25:42.498750,IoT,device_11,cloud_download,database,,,,0
2025-01-24 01:36:27.688056,IoT,device_5,network_access,cloud_bucket1,,,,0
2025-01-12 03:49:51.440927,IoT,device_13,cloud_download,database,,,,0
2025-03-27 02:24:12.649696,IoT,device_5,file_access,database,,,,0
2025-02-26 00:30:58.665492,IoT,device_14,network_access,cloud_bucket2,,,,0
2025-04-11 09:30:43.291524,IoT,device_7,cloud_download,cloud_bucket2,,,,0
2025-03-15 07:07:07.883430,IoT,device_7,file_access,cloud_bucket2,,,,0
2025-01-02 21:24:44.332030,IoT,device_5,network_access,cloud_bucket1,,,,0
2025-08-17 02:35:59.711463,IoT,device_17,file_access,cloud_bucket2,,,,0
2025-05-22 10:45:10.374896,IoT,device_7,file_access,cloud_bucket1,,,,0
2025-08-02 20:51:16.743057,IoT,device_2,cloud_download,server1,,,,0
2025-06-19 20:17:31.261899,IoT,device_9,file_access,cloud_bucket1,,,,0
2025-08-23 11:20:38.820706,IoT,device_8,file_access,cloud_bucket2,,,,0
2025-08-07 20:52:44.292289,IoT,device_11,network_access,server1,,,,0
2025-09-28 16:52:48.657143,IoT,device_15,network_access,cloud_bucket1,,,,0
2025-05-04 05:11:55.148835,IoT,device_16,file_access,cloud_bucket1,,,,0
2025-03-14 05:32:00.176203,IoT,device_17,file_access,cloud_bucket1,,,,1
2025-06-12 18:41:48.925228,IoT,device_19,cloud_download,cloud_bucket2,,,,0
2025-09-04 21:01:09.673175,IoT,device_1,network_access,server1,,,,0
2025-03-19 08:06:06.030028,IoT,device_10,file_access,cloud_bucket1,,,,0
2025-05-27 23:20:47.489208,IoT,device_18,file_access,server1,,,,0
2025-01-18 19:41:03.138616,IoT,device_8,cloud_download,server1,,,,1
2025-08-13 21:21:34.966338,IoT,device_2,cloud_download,cloud_bucket2,,,,0
2025-08-28 17:29:09.493677,IoT,device_7,network_access,cloud_bucket1,,,,0
2025-09-22 09:45:54.999601,IoT,device_7,file_access,cloud_bucket2,,,,0
2025-04-07 23:21:00.657913,IoT,device_19,cloud_download,database,,,,0
2025-06-19 16:22:54.440595,IoT,device_19,network_access,database,,,,0
2025-09-10 01:53:38.974245,IoT,device_7,cloud_download,cloud_bucket1,,,,0
2025-05-06 05:04:36.017159,IoT,device_8,file_access,cloud_bucket2,,,,0
2025-04-21 16:55:09.251219,IoT,device_7,cloud_download,server1,,,,0
2025-05-11 15:29:50.825368,IoT,device_2,network_access,server1,,,,0
2025-02-04 20:44:41.973641,IoT,device_9,network_access,database,,,,1
2025-04-15 00:34:20.115376,IoT,device_19,network_access,cloud_bucket2,,,,0
2025-07-29 14:17:02.659547,IoT,device_15,network_access,cloud_bucket1,,,,0
2025-02-21 10:36:20.332032,IoT,device_15,network_access,server1,,,,0
2025-07-19 07:26:13.449631,IoT,device_3,network_access,cloud_bucket2,,,,0
2025-06-30 15:17:22.492452,IoT,device_18,file_access,cloud_bucket2,,,,0
2025-07-30 03:31:32.674209,IoT,device_8,file_access,database,,,,0
2025-01-23 22:40:20.147073,IoT,device_13,cloud_download,cloud_bucket2,,,,0
2025-07-21 14:54:21.443418,IoT,device_6,cloud_download,cloud_bucket2,,,,0
2025-06-19 17:41:54.263104,IoT,device_18,cloud_download,server1,,,,0
2025-04-20 06:54:04.196948,IoT,device_14,network_access,cloud_bucket1,,,,0
2025-05-22 11:08:28.585315,IoT,device_8,cloud_download,server1,,,,0
2025-05-09 12:32:42.419545,IoT,device_19,cloud_download,cloud_bucket2,,,,0
2025-06-13 00:48:07.363040,IoT,device_14,network_access,database,,,,0
2025-08-03 04:28:11.281850,IoT,device_14,network_access,cloud_bucket1,,,,0
2025-08-20 10:20:33.148329,IoT,device_4,cloud_download,server1,,,,0
2025-01-28 18:32:58.640111,IoT,device_17,network_access,database,,,,0
2025-09-25 16:05:41.195088,IoT,device_6,cloud_download,cloud_bucket1,,,,0
2025-09-22 00:19:40.492568,IoT,device_3,cloud_download,cloud_bucket2,,,,0
2025-06-30 05:30:46.736147,IoT,device_19,file_access,server1,,,,0
2025-01-23 09:53:57.073382,IoT,device_6,file_access,cloud_bucket2,,,,0
2025-07-05 08:10:40.950297,IoT,device_9,network_access,cloud_bucket1,,,,0
2025-03-04 05:03:52.906781,IoT,device_3,cloud_download,cloud_bucket1,,,,0
2025-06-12 03:18:06.233100,IoT,device_16,cloud_download,cloud_bucket2,,,,0
2025-07-31 16:49:04.718934,IoT,device_1,network_access,server1,,,,0
2025-04-05 03:55:09.942278,IoT,device_16,cloud_download,database,,,,0
2025-03-25 15:59:51.980533,IoT,device_7,cloud_download,cloud_bucket1,,,,0
2025-05-01 02:31:09.638819,IoT,device_16,cloud_download,database,,,,0
2025-06-29 20:46:17.501561,IoT,device_5,network_access,database,,,,0
2025-07-13 13:07:19.435564,IoT,device_12,file_access,database,,,,0
2025-05-20 23:06:48.366864,IoT,device_13,cloud_download,database,,,,0
2025-09-08 02:25:25.271931,IoT,device_15,network_access,server1,,,,0
2025-09-25 15:25:01.842065,IoT,device_4,network_access,cloud_bucket2,,,,0
2025-06-11 06:06:32.834955,IoT,device_7,cloud_download,cloud_bucket1,,,,0
2025-03-06 07:03:37.536692,IoT,device_10,cloud_download,server1,,,,0
2025-10-11 11:13:01.127044,IoT,device_17,file_access,server1,,,,0
2025-06-21 14:20:28.283848,IoT,device_4,file_access,database,,,,1
2025-07-05 05:14:49.399486,IoT,device_4,file_access,server1,,,,0
2025-08-06 04:35:25.410923,IoT,device_11,network_access,cloud_bucket1,,,,0
2025-04-13 06:04:34.947374,IoT,device_12,cloud_download,database,,,,0
2025-03-02 05:41:23.939155,IoT,device_8,network_access,cloud_bucket2,,,,0
2025-08-13 03:16:22.272881,IoT,device_7,network_access,database,,,,0
2025-08-01 17:44:46.879709,IoT,device_2,cloud_download,server1,,,,0
2025-04-29 16:09:32.104399,IoT,device_1,network_access,cloud_bucket1,,,,0
2025-07-07 22:46:19.051879,IoT,device_8,network_access,server1,,,,0
2025-04-15 12:21:01.864528,IoT,device_16,network_access,server1,,,,1
2025-03-23 12:08:12.661671,IoT,device_11,cloud_download,server1,,,,0
2025-04-24 03:45:36.788535,IoT,device_10,network_access,cloud_bucket1,,,,0
2025-01-25 20:36:31.152729,IoT,device_6,cloud_download,server1,,,,0
2025-09-22 12:41:45.792795,IoT,device_6,file_access,cloud_bucket2,,,,0
2025-02-03 13:58:12.313531,IoT,device_1,file_access,database,,,,0
2025-05-13 16:38:22.705526,IoT,device_13,network_access,cloud_bucket2,,,,1
2025-08-01 20:33:54.963423,IoT,device_2,network_access,cloud_bucket2,,,,0
2025-04-26 18:53:11.012760,IoT,device_8,file_access,cloud_bucket2,,,,0
2025-06-14 06:26:41.737780,IoT,device_1,file_access,database,,,,0
2025-04-11 09:20:49.231057,IoT,device_11,file_access,cloud_bucket2,,,,0
2025-06-30 13:59:51.842186,IoT,device_9,file_access,database,,,,0
2025-07-18 05:59:09.197638,IoT,device_13,file_access,server1,,,,0
2025-07-12 17:26:48.561622,IoT,device_6,network_access,cloud_bucket1,,,,0
2025-04-03 01:53:13.115552,IoT,device_3,cloud_download,server1,,,,0
2025-05-29 13:58:43.225856,IoT,device_4,file_access,cloud_bucket1,,,,0
2025-02-21 12:35:13.534987,IoT,device_14,cloud_download,database,,,,0
2025-07-21 15:56:29.743748,IoT,device_19,cloud_download,cloud_bucket2,,,,0
2025-02-26 08:59:54.901659,IoT,device_16,cloud_download,database,,,,0
2025-07-25 20:07:15.548186,IoT,device_20,cloud_download,cloud_bucket2,,,,0
2025-03-13 10:46:42.135718,IoT,device_20,cloud_download,server1,,,,0
2025-09-01 12:40:42.303060,IoT,device_10,network_access,server1,,,,0
2025-02-13 11:17:04.608981,IoT,device_7,cloud_download,cloud_bucket2,,,,0
2025-03-20 21:48:22.427918,IoT,device_6,cloud_download,cloud_bucket2,,,,0
2025-03-27 19:32:47.108320,IoT,device_13,file_access,cloud_bucket1,,,,0
2025-01-18 01:15:27.191804,IoT,device_20,cloud_download,cloud_bucket1,,,,0
2025-05-10 21:25:23.166975,IoT,device_15,cloud_download,cloud_bucket2,,,,0
2025-01-29 02:55:08.817008,IoT,device_2,file_access,server1,,,,0
2025-07-06 17:16:42.123524,IoT,device_12,network_access,cloud_bucket1,,,,0
2025-03-09 18:10:17.112992,IoT,device_9,network_access,cloud_bucket1,,,,0
2025-01-20 22:48:54.038365,IoT,device_7,file_access,cloud_bucket1,,,,0
2025-07-03 16:30:07.652778,IoT,device_9,cloud_download,database,,,,1
2025-07-14 21:42:31.858512,IoT,device_1,cloud_download,cloud_bucket2,,,,0
2025-02-21 19:04:41.378977,IoT,device_8,file_access,cloud_bucket1,,,,0
2025-03-30 17:45:05.064138,IoT,device_10,file_access,cloud_bucket2,,,,0
2025-09-23 15:36:07.589213,IoT,device_13,network_access,database,,,,0
2025-10-08 15:06:54.589450,IoT,device_12,cloud_download,database,,,,0
2025-06-23 21:00:03.939456,IoT,device_14,file_access,cloud_bucket1,,,,0
2025-05-24 05:19:57.665453,IoT,device_14,file_access,database,,,,0
2025-05-06 13:32:41.282860,IoT,device_9,network_access,database,,,,0
2025-03-30 19:38:56.549923,IoT,device_19,network_access,server1,,,,0
2025-08-16 04:44:05.170908,IoT,device_8,file_access,cloud_bucket2,,,,0
2025-05-07 06:51:59.592509,IoT,device_11,file_access,cloud_bucket2,,,,0
2025-01-12 14:04:04.152736,IoT,device_5,cloud_download,database,,,,0
2025-06-20 04:06:36.516653,IoT,device_20,cloud_download,database,,,,0
2025-05-06 09:00:59.595067,IoT,device_10,file_access,database,,,,0
2025-04-10 21:31:18.161263,IoT,device_12,network_access,database,,,,0
2025-05-30 11:59:18.434674,IoT,device_20,network_access,server1,,,,0
2025-04-25 01:19:57.911482,IoT,device_17,network_access,cloud_bucket2,,,,0
2025-02-03 12:14:06.376919,IoT,device_6,cloud_download,server1,,,,0
2025-01-11 07:35:53.621345,IoT,device_8,network_access,server1,,,,0
2025-08-16 11:54:40.511078,IoT,device_12,network_access,database,,,,0
2025-02-28 02:15:19.645952,IoT,device_15,file_access,server1,,,,0
2025-08-18 16:19:57.759140,IoT,device_5,cloud_download,database,,,,0
2025-06-10 02:45:46.824698,IoT,device_15,network_access,database,,,,0
2025-07-20 09:14:53.416466,IoT,device_1,cloud_download,database,,,,0
2025-09-29 21:49:03.932481,IoT,device_16,cloud_download,cloud_bucket1,,,,0
2025-07-03 09:50:19.828975,IoT,device_18,network_access,cloud_bucket1,,,,0
2025-06-10 02:59:05.239600,IoT,device_14,cloud_download,cloud_bucket1,,,,0
2025-06-20 17:30:03.491437,IoT,device_20,network_access,database,,,,0
2025-03-05 19:38:41.409321,IoT,device_13,cloud_download,cloud_bucket1,,,,0
2025-07-10 11:40:09.752255,IoT,device_16,file_access,server1,,,,1
2025-03-08 03:17:16.564419,IoT,device_18,cloud_download,cloud_bucket2,,,,0
2025-05-30 13:10:12.643331,IoT,device_14,network_access,database,,,,0
2025-03-04 03:58:40.057454,IoT,device_19,cloud_download,cloud_bucket1,,,,1
2025-08-01 06:01:39.576050,IoT,device_7,file_access,database,,,,0
2025-04-13 08:21:24.501645,IoT,device_1,cloud_download,database,,,,0
2025-03-28 01:57:36.993231,IoT,device_6,cloud_download,cloud_bucket1,,,,0
2025-04-21 17:06:56.097982,IoT,device_7,cloud_download,database,,,,0
2025-03-19 04:15:11.216916,IoT,device_2,file_access,cloud_bucket1,,,,0
2025-05-13 13:26:27.266275,IoT,device_4,cloud_download,server1,,,,0
2025-04-03 19:23:33.260681,IoT,device_13,file_access,cloud_bucket1,,,,0
2025-08-27 17:44:41.294979,IoT,device_10,file_access,cloud_bucket1,,,,0
2025-07-15 11:54:04.921796,IoT,device_20,file_access,cloud_bucket1,,,,0
2025-05-24 03:51:03.524057,IoT,device_12,file_access,cloud_bucket2,,,,0
2025-04-23 04:46:06.273797,IoT,device_12,network_access,cloud_bucket1,,,,0
2025-01-01 16:49:25.565478,IoT,device_18,cloud_download,cloud_bucket2,,,,0
2025-02-02 23:01:26.569354,IoT,device_19,cloud_download,server1,,,,0
2025-04-25 05:00:55.487999,IoT,device_18,cloud_download,cloud_bucket1,,,,0
2025-09-23 03:37:04.955759,IoT,device_20,network_access,server1,,,,0
2025-06-27 22:42:49.770169,IoT,device_1,network_access,database,,,,0
2025-09-16 13:14:40.979094,IoT,device_18,cloud_download,server1,,,,0
2025-01-06 14:12:04.216590,IoT,device_18,network_access,server1,,,,0
2025-09-07 01:36:44.898078,IoT,device_9,file_access,database,,,,0
2025-09-20 09:07:28.440196,IoT,device_17,cloud_download,cloud_bucket1,,,,0
2025-01-04 02:55:37.851864,IoT,device_13,cloud_download,cloud_bucket2,,,,0
2025-02-22 12:09:10.361416,IoT,device_12,network_access,database,,,,0
2025-07-11 05:42:19.708410,IoT,device_11,network_access,cloud_bucket2,,,,0
2025-10-02 05:42:44.827133,IoT,device_4,network_access,database,,,,0
2025-01-13 10:45:22.911423,IoT,device_4,file_access,cloud_bucket2,,,,0
2025-04-21 23:23:59.376479,IoT,device_6,cloud_download,cloud_bucket2,,,,0
2025-07-08 09:34:44.865998,IoT,device_15,cloud_download,cloud_bucket2,,,,0
2025-08-18 20:00:29.623111,IoT,device_8,cloud_download,server1,,,,0
2025-08-29 13:55:55.264568,IoT,device_3,file_access,server1,,,,0
2025-09-27 15:28:20.685561,IoT,device_11,cloud_download,cloud_bucket1,,,,0
2025-05-05 00:05:43.981085,IoT,device_19,network_access,cloud_bucket2,,,,0
2025-10-02 01:47:24.346996,IoT,device_10,cloud_download,database,,,,0
2025-03-10 18:16:26.463735,IoT,device_10,network_access,server1,,,,0
2025-07-22 21:53:51.136108,IoT,device_2,network_access,cloud_bucket2,,,,0
2025-08-31 08:20:30.225766,IoT,device_1,file_access,database,,,,0
2025-03-08 03:33:00.153943,IoT,device_17,network_access,cloud_bucket2,,,,0
2025-08-04 03:51:02.378420,IoT,device_2,file_access,database,,,,0
2025-06-17 01:34:17.013651,IoT,device_16,file_access,cloud_bucket1,,,,0
2025-01-05 09:05:13.882461,IoT,device_4,file_access,cloud_bucket2,,,,0
2025-03-31 21:09:15.715653,IoT,device_9,file_access,cloud_bucket1,,,,0
2025-05-03 20:42:55.228568,IoT,device_2,file_access,cloud_bucket2,,,,0
2025-02-26 19:42:27.166084,IoT,device_1,network_access,database,,,,0
2025-04-18 19:44:57.599878,IoT,device_7,network_access,cloud_bucket2,,,,0
2025-08-20 22:15:41.211981,IoT,device_5,file_access,database,,,,0
2025-06-29 10:48:39.711945,IoT,device_8,network_access,server1,,,,0
2025-01-13 17:37:36.977418,IoT,device_1,cloud_download,cloud_bucket1,,,,1
2025-09-01 02:38:11.075522,IoT,device_14,cloud_download,cloud_bucket2,,,,0
2025-06-15 23:17:04.343701,IoT,device_10,file_access,server1,,,,0
2025-10-12 02:34:49.594166,IoT,device_1,network_access,database,,,,0
2025-03-11 10:39:48.816713,IoT,device_4,file_access,server1,,,,0
2025-05-29 10:32:08.798303,IoT,device_13,network_access,cloud_bucket1,,,,0
2025-03-13 07:52:29.641892,IoT,device_18,file_access,server1,,,,0
2025-10-04 01:03:47.840171,IoT,device_14,cloud_download,cloud_bucket1,,,,0
2025-06-17 16:55:16.189477,IoT,device_6,network_access,cloud_bucket1,,,,0
2025-05-07 07:36:01.358466,IoT,device_7,network_access,cloud_bucket1,,,,0
2025-09-01 19:51:12.836394,IoT,device_9,cloud_download,cloud_bucket1,,,,0
2025-05-09 05:00:37.894714,IoT,device_15,file_access,cloud_bucket1,,,,0
2025-03-19 22:27:23.833364,IoT,device_12,file_access,cloud_bucket2,,,,0
2025-09-23 16:47:14.142893,IoT,device_18,file_access,database,,,,0
2025-08-14 16:23:39.439416,IoT,device_9,cloud_download,server1,,,,0
2025-03-30 09:41:15.746222,IoT,device_5,cloud_download,cloud_bucket2,,,,1
2025-02-04 12:52:59.733141,IoT,device_15,file_access,server1,,,,0
2025-06-16 04:32:05.993194,IoT,device_17,cloud_download,database,,,,0
2025-08-26 07:09:24.243423,IoT,device_4,cloud_download,database,,,,1
2025-02-27 07:59:21.837557,IoT,device_6,file_access,database,,,,0
2025-05-11 23:07:55.879418,IoT,device_1,cloud_download,database,,,,0
2025-07-25 07:28:18.534690,IoT,device_20,network_access,cloud_bucket1,,,,0
2025-06-15 08:20:28.823868,IoT,device_13,file_access,database,,,,0
2025-08-16 06:16:53.358265,IoT,device_8,network_access,cloud_bucket1,,,,0
2025-03-29 13:58:36.784090,IoT,device_1,cloud_download,cloud_bucket1,,,,0
2025-08-10 02:51:12.193909,IoT,device_5,network_access,server1,,,,0
2025-09-18 19:41:25.401741,IoT,device_6,cloud_download,database,,,,0
2025-08-27 01:35:33.312492,IoT,device_5,cloud_download,cloud_bucket1,,,,0
2025-10-10 07:34:34.344721,IoT,device_15,network_access,cloud_bucket2,,,,0
2025-03-17 17:34:30.915802,IoT,device_10,network_access,database,,,,0
2025-09-26 08:49:11.115828,IoT,device_2,cloud_download,server1,,,,0
2025-06-22 17:56:44.663947,IoT,device_3,cloud_download,cloud_bucket1,,,,0
2025-05-07 10:45:33.892285,IoT,device_13,file_access,cloud_bucket1,,,,0
2025-03-31 11:39:59.492832,IoT,device_1,file_access,cloud_bucket2,,,,0
2025-01-13 02:53:17.581974,IoT,device_1,network_access,cloud_bucket1,,,,0
2025-02-16 06:33:37.702379,IoT,device_18,cloud_download,cloud_bucket1,,,,0
2025-07-24 04:17:43.660159,IoT,device_7,network_access,cloud_bucket1,,,,0
